timestamp,open_time,open,high,low,close,volume,turnover
2023-06-23 05:04:47.616,1687496700000,29799.99,29800,29536.04,29694.12,1.034506,30662.4838739
2023-06-23 05:09:09.760,1687497000000,29694.12,29800,29437.84,29545.3,2.450329,72687.67589608
2023-06-23 05:15:42.976,1687497300000,29545.3,29645.81,29545.17,29644.43,1.020929,30217.16361246
2023-06-23 05:20:05.120,1687497600000,29644.43,29678.54,29644.43,29678.54,0.442967,13138.21571349
2023-06-23 05:24:27.264,1687497900000,29678.54,29694.12,29673.03,29694.11,0.069647,2067.54124927
2023-06-23 05:31:00.480,1687498200000,29694.11,29696.9,29694.11,29696.89,0.06666,1979.5627239
2023-06-23 05:35:22.624,1687498500000,29696.89,29702.81,29696.89,29702.81,0.056002,1663.19652307
2023-06-23 05:39:44.768,1687498800000,29702.81,29780.08,29702.8,29780.07,0.166,4938.2550664
2023-06-23 05:44:06.912,1687499100000,29780.07,29786.16,29780.07,29786.16,0.044773,1333.38104678
2023-06-23 05:50:40.128,1687499400000,29786.16,29786.81,29786.15,29786.81,0.050664,1509.11272199
2023-06-23 05:55:02.272,1687499700000,29786.81,29786.81,29786.7,29786.81,0.309357,9214.74578502
2023-06-23 05:59:24.416,1687500000000,29786.81,29786.81,29786.76,29786.81,0.125637,3742.32307462
2023-06-23 06:05:57.632,1687500300000,29786.81,29786.81,29786.8,29786.81,0.027381,815.59254208
2023-06-23 06:10:19.776,1687500600000,29786.81,29786.81,29786.8,29786.8,0.02542,757.18062844
2023-06-23 06:14:41.920,1687500900000,29786.8,29790.16,29786.8,29790.16,0.028905,861.06646564
2023-06-23 06:19:04.064,1687501200000,29790.16,29796.31,29790.13,29796.3,0.037709,1123.48092843
2023-06-23 06:25:37.280,1687501500000,29796.3,29799.63,29796.3,29799.63,0.024934,742.97362923
2023-06-23 06:29:59.424,1687501800000,29799.63,29800,29799.62,29800,0.106817,3183.14565337
2023-06-23 06:34:21.568,1687502100000,29800,29800,29799.97,29800,0.026501,789.72967999
2023-06-23 06:40:54.784,1687502400000,29800,29800,29799.97,29799.99,0.029037,865.30247634
2023-06-23 06:45:16.928,1687502700000,29799.99,29800,29799.99,29800,0.029965,892.95692082
2023-06-23 06:49:39.072,1687503000000,29800,29800,29799.99,29799.99,0.144346,4301.51069881
2023-06-23 06:54:01.216,1687503300000,29799.99,29800,29799.99,29800,0.03218,958.96389747
2023-06-23 07:00:34.432,1687503600000,29800,29800,29799.95,29800,0.065949,1965.27961345
2023-06-23 07:04:56.576,1687503900000,29800,29800,29799.99,29800,0.027515,819.94691557
2023-06-23 07:09:18.720,1687504200000,29800,29800,29799.99,29800,0.034987,1042.61250821
2023-06-23 07:15:51.936,1687504500000,29800,29800,29799.99,29800,0.054741,1631.28171443
2023-06-23 07:20:14.080,1687504800000,29800,29800,29799.99,29799.99,0.057763,1721.33729443
2023-06-23 07:24:36.224,1687505100000,29799.99,29800,29799.99,29800,0.053052,1580.94952432
2023-06-23 07:28:58.368,1687505400000,29800,29800,29799.99,29799.99,0.062151,1852.09971442
2023-06-23 07:35:31.584,1687505700000,29799.99,29800,29799.97,29800,0.159055,4739.83821909
2023-06-23 07:39:53.728,1687506000000,29800,29800,29799.91,29800,1.261105,37580.92107686
2023-06-23 07:44:15.872,1687506300000,29800,29800,29799.99,29800,0.076275,2272.99489785
2023-06-23 07:50:49.088,1687506600000,29800,29800,29799.99,29800,0.068322,2035.99551911
2023-06-23 07:55:11.232,1687506900000,29800,29800,29799.99,29800,0.093627,2790.0844948
2023-06-23 07:59:33.376,1687507200000,29800,29800,29799.99,29799.99,0.052056,1551.26868851
2023-06-23 08:03:55.520,1687507500000,29799.99,29800,29597.91,29684.58,0.41362,12289.96701507
2023-06-23 08:10:28.736,1687507800000,29684.58,29780.08,29597.91,29694.11,0.737128,21904.03861301
2023-06-23 08:14:50.880,1687508100000,29694.11,29780.08,29694.11,29780.07,0.127535,3795.13791374
2023-06-23 08:19:13.024,1687508400000,29780.07,29790.16,29242.46,29406,2.281674,67262.323458
2023-06-23 08:25:46.240,1687508700000,29406,29437.84,29405.99,29437.84,0.201159,5919.99215058
2023-06-23 08:30:08.384,1687509000000,29437.84,29448.52,29437.83,29448.51,0.275875,8173.23504886
2023-06-23 08:34:30.528,1687509300000,29448.51,29453.71,29448.51,29452.8,0.045171,1330.31703807
2023-06-23 08:41:03.744,1687509600000,29452.8,29523.51,29452.8,29523.5,0.339027,10003.44495967
2023-06-23 08:45:25.888,1687509900000,29523.5,29789.22,29454.4,29686.03,2.553959,75690.01010377
2023-06-23 08:49:48.032,1687510200000,29686.03,29694.12,29686,29694.12,0.356359,10679.59843488
2023-06-23 08:54:10.176,1687510500000,29694.12,29696.9,29430.55,29598.08,1.186262,35070.09602697
2023-06-23 09:00:43.392,1687510800000,29598.08,29686.03,29575.99,29686.03,0.640051,18956.89975878
2023-06-23 09:05:05.536,1687511100000,29686.03,29768,29685.92,29767.99,0.530963,15769.65980438
2023-06-23 09:09:27.680,1687511400000,29767.99,29790.16,29767.99,29786.8,0.488437,14546.15833258
2023-06-23 09:16:00.896,1687511700000,29786.8,29793.18,28066.66,28266.48,10.704202,308511.1282132
2023-06-23 09:20:23.040,1687512000000,28266.48,28290.17,28266.24,28290.17,1.196967,33849.43817729
2023-06-23 09:24:45.184,1687512300000,28290.17,28327.96,28136.39,28249.56,1.74351,49327.37075198
2023-06-23 09:29:07.328,1687512600000,28249.56,28330.54,28249.56,28330.53,1.093664,30970.22081411
2023-06-23 09:35:40.544,1687512900000,28330.53,28824.32,28330.53,28824.32,3.254447,93096.72013285
2023-06-23 09:40:02.688,1687513200000,28824.32,28842.31,28824.31,28842.31,0.675713,19711.55550983
2023-06-23 09:44:24.832,1687513500000,28842.31,29060.13,28842.29,29060.13,1.730881,50073.38934241
2023-06-23 09:50:58.048,1687513800000,29060.13,29067.88,28829.76,29003.34,2.083843,60447.99239059
2023-06-23 09:55:20.192,1687514100000,29003.34,29098.08,29003.33,29098.08,1.05136,30735.86161841
2023-06-23 09:59:42.336,1687514400000,29098.08,29176.73,29098.07,29176.73,0.553859,16140.47027597
2023-06-23 10:04:04.480,1687514700000,29176.73,29786.81,29176.73,29784.6,3.471372,102498.33465986
2023-06-23 10:10:37.696,1687515000000,29784.6,29786.81,29784.6,29786.81,0.106104,3160.49927361
2023-06-23 10:14:59.840,1687515300000,29786.81,29786.81,29530.25,29698.68,1.122724,33337.60443044
2023-06-23 10:19:21.984,1687515600000,29698.68,29702.81,29698.67,29702.81,0.048537,1441.64285215
2023-06-23 10:25:55.200,1687515900000,29702.81,29730.32,29702.8,29730.32,0.158055,4696.30200425
2023-06-23 10:30:17.344,1687516200000,29730.32,29779.48,29730.31,29779.48,0.084189,2505.86277298
2023-06-23 10:34:39.488,1687516500000,29779.48,29780.08,29779.47,29780.07,0.051391,1530.42188301
2023-06-23 10:39:01.632,1687516800000,29780.07,29787.76,29614.3,29784.7,0.611248,18275.3755658
2023-06-23 10:45:34.848,1687517100000,29784.7,29790.16,29784.69,29790.16,0.081066,2414.65183632
2023-06-23 10:49:56.992,1687517400000,29790.16,29800,29790.11,29799.98,0.313458,9340.58754948
2023-06-23 10:54:19.136,1687517700000,29799.98,29800,29799.87,29800,0.889825,26606.7865385
2023-06-23 11:00:52.352,1687518000000,29800,29800,29799.92,29800,0.664338,19797.26011979
2023-06-23 11:05:14.496,1687518300000,29800,29800,29799.92,29800,0.976013,29178.5995428
2023-06-23 11:09:36.640,1687518600000,29800,29800,29799.89,29799.97,0.287855,8578.06631211
2023-06-23 11:13:58.784,1687518900000,29799.97,29800,29799.97,29799.99,0.029348,874.57031378
2023-06-23 11:20:32.000,1687519200000,29799.99,29800,29545.17,29636.1,1.097024,32574.01297779
2023-06-23 11:24:54.144,1687519500000,29636.1,29766.15,29636.07,29766.15,0.371147,11009.59374514
2023-06-23 11:29:16.288,1687519800000,29766.15,29786.81,29766.14,29786.81,0.177039,5272.74297146
2023-06-23 11:35:49.504,1687520100000,29786.81,29793.18,29786.8,29787.71,0.165032,4915.85300035
2023-06-23 11:40:11.648,1687520400000,29787.71,29796.31,29786.78,29786.81,0.286763,8542.90362597
2023-06-23 11:44:33.792,1687520700000,29786.81,29786.81,29786.78,29786.81,0.270594,8060.13042767
2023-06-23 11:48:55.936,1687521000000,29786.81,29786.81,29786.8,29786.81,0.065767,1958.98902283
2023-06-23 11:55:29.152,1687521300000,29786.81,29796.31,29786.8,29796.31,0.193411,5761.29948659
2023-06-23 11:59:51.296,1687521600000,29796.31,29800,29796.3,29799.99,0.044581,1328.46083284
2023-06-23 12:04:13.440,1687521900000,29799.99,29800,29799.99,29799.99,0.122853,3661.0193007
2023-06-23 12:10:46.656,1687522200000,29799.99,29800,29799.99,29800,0.05756,1715.28790787
2023-06-23 12:15:08.800,1687522500000,29800,29800,29799.99,29799.99,0.051337,1529.84250032
2023-06-23 12:19:30.944,1687522800000,29799.99,29800,29799.99,29800,0.080702,2404.91950046
2023-06-23 12:26:04.160,1687523100000,29800,29800,29799.99,29799.99,0.044768,1334.0862758
2023-06-23 12:30:26.304,1687523400000,29799.99,29800,29799.99,29800,0.049086,1462.76269099
2023-06-23 12:34:48.448,1687523700000,29800,29800,29799.99,29800,0.967971,28845.53571324
2023-06-23 12:39:10.592,1687524000000,29800,29800,29799.99,29800,1.057449,31511.98010403
2023-06-23 12:45:43.808,1687524300000,29800,29800,29799.99,29799.99,0.047183,1406.05329293
2023-06-23 12:50:05.952,1687524600000,29799.99,29800,29799.99,29800,0.064196,1913.04069497
2023-06-23 12:54:28.096,1687524900000,29800,29800,29799.99,29800,0.066579,1984.05409142
2023-06-23 13:01:01.312,1687525200000,29800,29800,29799.99,29800,0.563959,16805.97286167
2023-06-23 13:05:23.456,1687525500000,29800,29800,29799.99,29799.99,0.079296,2363.02058476
2023-06-23 13:09:45.600,1687525800000,29799.99,29800,29799.99,29800,0.042534,1267.51310735
2023-06-23 13:14:07.744,1687526100000,29800,29800,29799.99,29800,0.044835,1336.08287042
2023-06-23 13:20:40.960,1687526400000,29800,29800,29799.99,29800,0.031339,933.90208407
2023-06-23 13:25:03.104,1687526700000,29800,29800,29448.52,29581.04,2.188345,64886.91572489
2023-06-23 13:29:25.248,1687527000000,29581.04,29609.48,29581.03,29609.48,0.087744,2597.13469086
2023-06-23 13:35:58.464,1687527300000,29609.48,29673.04,29609.47,29673.04,0.373141,11058.0712139
2023-06-23 13:40:20.608,1687527600000,29673.04,29696.9,29437.84,29609.48,1.152903,34166.49986006
2023-06-23 13:44:42.752,1687527900000,29609.48,29622.53,29609.47,29622.53,0.068978,2042.71757408
2023-06-23 13:49:04.896,1687528200000,29622.53,29686.03,29622.52,29686.03,0.094488,2802.77974106
2023-06-23 13:55:38.112,1687528500000,29686.03,29696.9,29686,29696.9,0.076177,2261.71072929
2023-06-23 14:00:00.256,1687528800000,29696.9,29698.85,29696.87,29698.85,0.065327,1940.03500235
2023-06-23 14:04:22.400,1687529100000,29698.85,29780.08,29624.42,29780.07,0.421571,12528.09756743
2023-06-23 14:10:55.616,1687529400000,29780.07,29786.81,29780.07,29786.81,0.082386,2453.98441882
2023-06-23 14:15:17.760,1687529700000,29786.81,29786.81,29786.8,29786.8,0.058686,1748.06864636
2023-06-23 14:19:39.904,1687530000000,29786.8,29796.89,29786.8,29796.89,0.108696,3238.24056826
2023-06-23 14:24:02.048,1687530300000,29796.89,29800,29796.74,29800,0.09129,2720.425054
2023-06-23 14:30:35.264,1687530600000,29800,29800,29096.84,29303.26,3.336912,98277.65785516
2023-06-23 14:34:57.408,1687530900000,29303.26,29350.12,29303.26,29350.12,0.154676,4534.53992635
2023-06-23 14:39:19.552,1687531200000,29350.12,29350.12,29350.11,29350.12,0.042574,1249.55190137
2023-06-23 14:45:52.768,1687531500000,29350.12,29361.22,29350.11,29361.22,0.049687,1458.47123586
2023-06-23 14:50:14.912,1687531800000,29361.22,29403.61,29361.21,29403.61,0.148295,4356.619698
2023-06-23 14:54:37.056,1687532100000,29403.61,29409.01,29381.46,29409.01,0.182918,5379.17640689
2023-06-23 14:58:59.200,1687532400000,29409.01,29430.55,29409,29430.54,0.078508,2309.57917353
2023-06-23 15:05:32.416,1687532700000,29430.54,29437.84,29430.54,29437.84,0.098183,2890.14180304
2023-06-23 15:09:54.560,1687533000000,29437.84,29448.52,29437.83,29448.52,0.174176,5127.71768349
2023-06-23 15:14:16.704,1687533300000,29448.52,29448.52,29188.5,29381.47,1.125417,33018.26012954
2023-06-23 15:20:49.920,1687533600000,29381.47,29409.01,29381.46,29409.01,0.376449,11066.09701538
2023-06-23 15:25:12.064,1687533900000,29409.01,29437.84,29409,29437.84,0.321436,9457.93624629
2023-06-23 15:29:34.208,1687534200000,29437.84,29502.04,29437.83,29502.03,0.311503,9175.00182322
2023-06-23 15:33:56.352,1687534500000,29502.03,29542.82,29502.03,29542.82,0.211812,6254.18415518
2023-06-23 15:40:29.568,1687534800000,29542.82,29595.55,29542.81,29595.55,0.096157,2842.29227252
2023-06-23 15:44:51.712,1687535100000,29595.55,29597.91,29586.89,29597.91,0.105918,3134.92382134
2023-06-23 15:49:13.856,1687535400000,29597.91,29607.43,29597.9,29607.43,0.159454,4719.88039691
2023-06-23 15:55:47.072,1687535700000,29607.43,29609.48,29252.86,29509.48,1.802384,53094.19343079
2023-06-23 16:00:09.216,1687536000000,29509.48,29509.48,29509.29,29509.48,0.91994,27146.91684662
2023-06-23 16:04:31.360,1687536300000,29509.48,29509.48,29509.47,29509.48,0.155727,4595.42269698
2023-06-23 16:11:04.576,1687536600000,29509.48,29517.9,29070.82,29282.74,2.278949,66858.99686082
2023-06-23 16:15:26.720,1687536900000,29282.74,31215.79,29033.76,31215.79,322.745161,9832310.36911771
2023-06-23 16:19:48.864,1687537200000,31215.79,31669.99,31038.68,31038.68,2.869526,89952.49678817
2023-06-23 16:24:11.008,1687537500000,31038.68,31039.18,30944.29,30944.29,0.23273,7215.63448502
2023-06-23 16:30:44.224,1687537800000,30944.29,30979.02,30940.54,30959.98,0.126856,3926.96085829
2023-06-23 16:35:06.368,1687538100000,30959.98,30961.99,30900.64,30912.51,0.275059,8508.21630326
2023-06-23 16:39:28.512,1687538400000,30912.51,30960.11,30908.06,30909.73,0.554233,17147.32224744
2023-06-23 16:46:01.728,1687538700000,30909.73,30962,30890.11,30960.14,0.131051,4051.18538771
2023-06-23 16:50:23.872,1687539000000,30960.14,31106.32,30957.75,31080.4,0.15186,4718.66414803
2023-06-23 16:54:46.016,1687539300000,31080.4,31128.87,31065.14,31089.02,0.099204,3085.10917298
2023-06-23 16:59:08.160,1687539600000,31089.02,31128.87,31058,31128.87,0.263077,8177.74376493
2023-06-23 17:05:41.376,1687539900000,31128.87,31128.87,31059.84,31110.52,0.141969,4413.41670473
2023-06-23 17:10:03.520,1687540200000,31110.52,31148.84,31056,31148.83,0.144692,4503.38716642
2023-06-23 17:14:25.664,1687540500000,31148.83,31182.61,31134.71,31171.84,0.120441,3753.9132242
2023-06-23 17:20:58.880,1687540800000,31171.84,31171.84,31060.75,31066.22,0.388646,12100.36190425
2023-06-23 17:25:21.024,1687541100000,31066.22,31126.8,31066.22,31123.41,0.178657,5553.72957463
2023-06-23 17:29:43.168,1687541400000,31123.41,31148.02,30236.16,30355.75,3.260437,100070.20371267
2023-06-23 17:34:05.312,1687541700000,30355.75,30443.2,30355.75,30443.2,0.090285,2745.83237895
2023-06-23 17:40:38.528,1687542000000,30443.2,31222.02,30443.19,31222.02,2.002976,61904.78641804
2023-06-23 17:45:00.672,1687542300000,31222.02,31222.02,31222.01,31222.01,0.115022,3591.21816352
2023-06-23 17:49:22.816,1687542600000,31222.01,31227.32,31222.01,31225,0.055205,1723.61463974
2023-06-23 17:55:56.032,1687542900000,31225,31238.56,31222.01,31230.75,0.118994,3715.75278576
2023-06-23 18:00:18.176,1687543200000,31230.75,31905,31230.75,31643.84,2.410398,76235.40295148
2023-06-23 18:04:40.320,1687543500000,31643.84,32000,31179.61,31300,787.416484,24602330.53414624
2023-06-23 18:09:02.464,1687543800000,31300,31300,31100,31135,505.117555,15710137.92843505
2023-06-23 18:15:35.680,1687544100000,31135,31135.01,31076.69,31090.95,0.26852,8352.53697279
2023-06-23 18:19:57.824,1687544400000,31090.95,31090.98,31033,31033,0.422576,13123.2291779
2023-06-23 18:24:19.968,1687544700000,31033,31033.65,30962,31004.04,0.260568,8078.24315888
2023-06-23 18:30:53.184,1687545000000,31004.04,31030,30950,30962.64,0.347152,10759.4968564
2023-06-23 18:35:15.328,1687545300000,30962.64,30967.74,30940,30940.02,0.29617,9164.84454614
2023-06-23 18:39:37.472,1687545600000,30940.02,30965.99,30640,30743.12,500.24472,15423342.60736392
